Pipeline,Completness,SizeInBins,bin
A,11.36,201 - 400,"2.0 - 3.1	(81)"
A,0.66,201 - 400,"3.2	(149)"
A,95.62,201 - 400,"1.0 - 1.9	(67)"
A,0,201 - 400,"3.8	(149)"
A,96.97,1501+,"2.0 - 3.1	(81)"
A,97.29,401 - 600,"1.0 - 1.9	(67)"
A,98.2,401 - 600,"1.0 - 1.9	(67)"
A,0,<= 200,"3.2	(149)"
A,97.61,1001 - 1500,"1.0 - 1.9	(67)"
A,0,201 - 400,"3.8	(149)"
A,1.51,601 - 800,"2.0 - 3.1	(81)"
A,0,401 - 600,"4.0	(149)"
A,0.27,601 - 800,"4.0	(149)"
A,1.12,201 - 400,"3.2	(149)"
A,0.89,<= 200,"3.8	(149)"
A,53.52,1001 - 1500,"2.0 - 3.1	(81)"
A,91.47,601 - 800,"1.0 - 1.9	(67)"
A,94.16,<= 200,"1.0 - 1.9	(67)"
A,1.33,201 - 400,"3.2	(149)"
A,97.95,201 - 400,"2.0 - 3.1	(81)"
A,0.17,1001 - 1500,"3.6	(149)"
A,0,201 - 400,"3.4	(150)"
A,97.66,201 - 400,"1.0 - 1.9	(67)"
A,0.64,<= 200,"4.0	(149)"
A,0.22,401 - 600,"3.4	(150)"
A,0.27,201 - 400,"3.6	(149)"
A,0,201 - 400,"4.0	(149)"
A,3.81,1001 - 1500,"3.2	(149)"
A,0,201 - 400,"3.6	(149)"
A,0.78,201 - 400,"3.2	(149)"
A,4.06,201 - 400,"3.4	(150)"
A,59.24,<= 200,"3.2	(149)"
A,1.39,201 - 400,"3.4	(150)"
A,0.65,401 - 600,"3.2	(149)"
A,62.43,201 - 400,"2.0 - 3.1	(81)"
A,0,401 - 600,"3.4	(150)"
A,1.78,601 - 800,"3.8	(149)"
A,0.49,1001 - 1500,"3.8	(149)"
A,94.58,<= 200,"2.0 - 3.1	(81)"
A,0,401 - 600,"3.8	(149)"
A,0,601 - 800,"3.4	(150)"
A,0,201 - 400,"3.8	(149)"
A,1.64,201 - 400,"1.0 - 1.9	(67)"
A,6.87,601 - 800,"3.2	(149)"
A,96.17,201 - 400,"1.0 - 1.9	(67)"
A,0.3,201 - 400,"3.6	(149)"
A,98.25,<= 200,"1.0 - 1.9	(67)"
A,0,<= 200,"3.4	(150)"
A,0,201 - 400,"3.2	(149)"
A,1.06,201 - 400,"4.0	(149)"
A,0.43,801 - 1000,"3.6	(149)"
A,0,<= 200,"3.6	(149)"
A,0.73,401 - 600,"3.8	(149)"
A,0.52,1501+,"3.6	(149)"
A,0,201 - 400,"4.0	(149)"
A,1.77,201 - 400,"3.4	(150)"
A,1.05,1501+,"3.4	(150)"
A,51.74,201 - 400,"3.2	(149)"
A,0,<= 200,"3.6	(149)"
A,0.26,201 - 400,"3.6	(149)"
A,97.1,401 - 600,"2.0 - 3.1	(81)"
A,0,601 - 800,"3.8	(149)"
A,0,201 - 400,"3.4	(150)"
A,94,401 - 600,"1.0 - 1.9	(67)"
A,0,<= 200,"3.8	(149)"
A,0.27,1501+,"3.6	(149)"
A,96.15,601 - 800,"2.0 - 3.1	(81)"
A,1.5,401 - 600,"3.6	(149)"
A,0.25,201 - 400,"4.0	(149)"
A,0,<= 200,"3.6	(149)"
A,0.27,201 - 400,"4.0	(149)"
A,96.88,201 - 400,"2.0 - 3.1	(81)"
A,1.11,201 - 400,"3.6	(149)"
A,4.46,<= 200,"3.4	(150)"
A,0.28,601 - 800,"3.6	(149)"
A,0.17,1001 - 1500,"4.0	(149)"
A,11.5,601 - 800,"2.0 - 3.1	(81)"
A,0,<= 200,"3.6	(149)"
A,94.39,201 - 400,"2.0 - 3.1	(81)"
A,0.52,<= 200,"3.2	(149)"
A,0.99,401 - 600,"3.6	(149)"
A,0,201 - 400,"4.0	(149)"
A,0.88,401 - 600,"3.6	(149)"
A,7.35,601 - 800,"3.2	(149)"
A,79.1,201 - 400,"2.0 - 3.1	(81)"
A,89.49,601 - 800,"2.0 - 3.1	(81)"
A,0,<= 200,"3.8	(149)"
A,0,<= 200,"3.8	(149)"
A,2.36,201 - 400,"3.2	(149)"
A,0,201 - 400,"3.6	(149)"
A,0.45,401 - 600,"4.0	(149)"
A,0.54,<= 200,"3.4	(150)"
A,0,201 - 400,"3.2	(149)"
A,0.37,401 - 600,"3.4	(150)"
A,1.3,201 - 400,"1.0 - 1.9	(67)"
A,0.19,401 - 600,"3.6	(149)"
A,0.65,201 - 400,"3.6	(149)"
A,0.53,201 - 400,"3.4	(150)"
A,0,201 - 400,"3.4	(150)"
A,0,<= 200,"3.6	(149)"
A,0,201 - 400,"4.0	(149)"
A,63.74,<= 200,"3.2	(149)"
A,0.32,201 - 400,"3.2	(149)"
A,97.27,601 - 800,"1.0 - 1.9	(67)"
A,1.09,<= 200,"4.0	(149)"
A,0,201 - 400,"3.2	(149)"
A,0.07,1501+,"3.8	(149)"
A,0.57,601 - 800,"3.4	(150)"
A,0.46,201 - 400,"3.8	(149)"
A,0.89,601 - 800,"4.0	(149)"
A,95.06,<= 200,"1.0 - 1.9	(67)"
A,0.85,801 - 1000,"3.8	(149)"
A,2.68,<= 200,"3.2	(149)"
A,98.46,401 - 600,"1.0 - 1.9	(67)"
A,0,201 - 400,"4.0	(149)"
A,0,<= 200,"3.8	(149)"
A,0,<= 200,"3.2	(149)"
A,9.01,201 - 400,"3.2	(149)"
A,0,201 - 400,"3.8	(149)"
A,0.12,801 - 1000,"3.8	(149)"
A,0,<= 200,"3.4	(150)"
A,0.35,201 - 400,"3.2	(149)"
A,97.88,201 - 400,"1.0 - 1.9	(67)"
A,0.28,201 - 400,"3.8	(149)"
A,0,201 - 400,"3.6	(149)"
A,0.41,201 - 400,"3.8	(149)"
A,12.7,201 - 400,"3.4	(150)"
A,0.64,<= 200,"3.4	(150)"
A,0.67,401 - 600,"3.6	(149)"
A,0,201 - 400,"3.4	(150)"
A,0,201 - 400,"3.4	(150)"
A,0,201 - 400,"4.0	(149)"
A,2.95,601 - 800,"3.2	(149)"
A,76.6,201 - 400,"2.0 - 3.1	(81)"
A,97.62,201 - 400,"1.0 - 1.9	(67)"
A,33.75,201 - 400,"3.2	(149)"
A,0,201 - 400,"3.4	(150)"
A,22.33,201 - 400,"3.2	(149)"
A,0,201 - 400,"3.6	(149)"
A,0.14,601 - 800,"3.4	(150)"
A,0,<= 200,"3.4	(150)"
A,76.72,201 - 400,"3.2	(149)"
A,1.17,201 - 400,"3.4	(150)"
A,1.63,<= 200,"3.2	(149)"
A,1.24,401 - 600,"3.6	(149)"
A,0.13,1501+,"3.2	(149)"
A,0,201 - 400,"3.2	(149)"
A,0,201 - 400,"3.6	(149)"
A,25.91,1001 - 1500,"2.0 - 3.1	(81)"
A,0.67,<= 200,"3.2	(149)"
A,0.34,201 - 400,"3.8	(149)"
A,9.47,801 - 1000,"3.2	(149)"
A,0,201 - 400,"3.8	(149)"
A,0,<= 200,"3.8	(149)"
A,0,201 - 400,"3.4	(150)"
A,0,201 - 400,"3.6	(149)"
A,0,<= 200,"4.0	(149)"
A,44.6,401 - 600,"2.0 - 3.1	(81)"
A,0.83,<= 200,"3.4	(150)"
A,0.52,201 - 400,"3.4	(150)"
A,0.13,601 - 800,"3.6	(149)"
A,92.06,<= 200,"2.0 - 3.1	(81)"
A,94.17,201 - 400,"1.0 - 1.9	(67)"
A,0,<= 200,"3.4	(150)"
A,6.51,201 - 400,"3.2	(149)"
A,0.88,<= 200,"3.8	(149)"
A,0.5,201 - 400,"3.2	(149)"
A,0,201 - 400,"4.0	(149)"
A,2.7,1001 - 1500,"3.4	(150)"
A,57.5,201 - 400,"2.0 - 3.1	(81)"
A,3.13,401 - 600,"3.2	(149)"
A,0,<= 200,"3.8	(149)"
A,0.35,201 - 400,"3.8	(149)"
A,0.38,201 - 400,"3.8	(149)"
A,95.68,401 - 600,"2.0 - 3.1	(81)"
A,79.57,1501+,"1.0 - 1.9	(67)"
A,0.19,401 - 600,"3.6	(149)"
A,0,<= 200,"3.6	(149)"
A,0,201 - 400,"4.0	(149)"
A,0.21,401 - 600,"3.4	(150)"
A,0.68,<= 200,"3.2	(149)"
A,93.84,201 - 400,"1.0 - 1.9	(67)"
A,3.79,1001 - 1500,"3.2	(149)"
A,0.35,401 - 600,"2.0 - 3.1	(81)"
A,0,601 - 800,"3.2	(149)"
A,0.71,201 - 400,"3.6	(149)"
A,2.84,201 - 400,"3.2	(149)"
A,0,<= 200,"3.2	(149)"
A,0,201 - 400,"4.0	(149)"
A,23.96,<= 200,"3.4	(150)"
A,1.04,401 - 600,"3.4	(150)"
A,94.06,201 - 400,"2.0 - 3.1	(81)"
A,11.97,201 - 400,"3.4	(150)"
A,0.68,1501+,"3.8	(149)"
A,44.64,<= 200,"3.2	(149)"
A,97.83,201 - 400,"2.0 - 3.1	(81)"
A,0,201 - 400,"3.6	(149)"
A,0.78,201 - 400,"3.8	(149)"
A,0.35,201 - 400,"3.8	(149)"
A,1.22,401 - 600,"3.6	(149)"
A,0.22,401 - 600,"3.8	(149)"
A,78.7,601 - 800,"3.2	(149)"
A,0,<= 200,"3.8	(149)"
A,0.25,801 - 1000,"3.8	(149)"
A,3.36,201 - 400,"3.2	(149)"
A,8.91,401 - 600,"3.4	(150)"
A,0.35,201 - 400,"3.6	(149)"
A,0,<= 200,"4.0	(149)"
A,61.11,<= 200,"3.2	(149)"
A,0,201 - 400,"4.0	(149)"
A,23.38,401 - 600,"3.2	(149)"
A,0,<= 200,"4.0	(149)"
A,97.11,201 - 400,"1.0 - 1.9	(67)"
A,0.48,201 - 400,"3.4	(150)"
A,0,201 - 400,"3.4	(150)"
A,2.41,<= 200,"3.2	(149)"
A,0,201 - 400,"3.8	(149)"
A,7.93,<= 200,"3.2	(149)"
A,0.18,1001 - 1500,"4.0	(149)"
A,0.25,601 - 800,"4.0	(149)"
A,0.72,601 - 800,"3.4	(150)"
A,0.41,201 - 400,"3.8	(149)"
A,0.39,1001 - 1500,"3.6	(149)"
A,99.06,201 - 400,"2.0 - 3.1	(81)"
A,1.02,201 - 400,"3.2	(149)"
A,0,201 - 400,"3.2	(149)"
A,0.6,<= 200,"3.8	(149)"
A,1.63,<= 200,"3.8	(149)"
A,0,<= 200,"4.0	(149)"
A,14.78,201 - 400,"3.6	(149)"
A,0.46,401 - 600,"3.2	(149)"
A,97.28,<= 200,"1.0 - 1.9	(67)"
A,3.3,<= 200,"3.4	(150)"
A,8.66,401 - 600,"3.2	(149)"
A,0.31,201 - 400,"3.6	(149)"
A,0.46,401 - 600,"3.4	(150)"
A,0,401 - 600,"3.8	(149)"
A,0.89,201 - 400,"3.4	(150)"
A,0,<= 200,"3.6	(149)"
A,98.44,<= 200,"1.0 - 1.9	(67)"
A,0.51,801 - 1000,"3.8	(149)"
A,0,<= 200,"4.0	(149)"
A,0,<= 200,"4.0	(149)"
A,0,<= 200,"3.8	(149)"
A,0.5,401 - 600,"3.8	(149)"
A,98.2,201 - 400,"1.0 - 1.9	(67)"
A,0.22,401 - 600,"4.0	(149)"
A,0,201 - 400,"3.2	(149)"
A,0,<= 200,"4.0	(149)"
A,0.5,201 - 400,"3.8	(149)"
A,0.15,1001 - 1500,"3.8	(149)"
A,0.96,201 - 400,"4.0	(149)"
A,0.75,401 - 600,"3.8	(149)"
A,0,<= 200,"4.0	(149)"
A,0.27,201 - 400,"4.0	(149)"
A,98.31,<= 200,"1.0 - 1.9	(67)"
A,0.72,<= 200,"4.0	(149)"
A,94.98,201 - 400,"1.0 - 1.9	(67)"
A,0,201 - 400,"4.0	(149)"
A,3.3,801 - 1000,"3.4	(150)"
A,0.3,1001 - 1500,"3.6	(149)"
A,1.52,401 - 600,"3.6	(149)"
A,0.83,1501+,"3.2	(149)"
A,0.21,401 - 600,"2.0 - 3.1	(81)"
A,1.37,1501+,"3.6	(149)"
A→B ,1.8,<= 200,"3.4	(150)"
A→B ,75.18,<= 200,"3.4	(150)"
A→B ,6.01,<= 200,"3.4	(150)"
A→B ,31.67,201 - 400,"3.4	(150)"
A→B ,54.34,<= 200,"3.2	(149)"
A→B ,65.08,<= 200,"3.4	(150)"
A→B ,68.91,<= 200,"3.6	(149)"
A→B ,1.48,201 - 400,"3.8	(149)"
A→B ,0,201 - 400,"3.8	(149)"
A→B ,0.99,201 - 400,"4.0	(149)"
A→B ,13.91,201 - 400,"3.8	(149)"
A→B ,55.65,201 - 400,"3.4	(150)"
A→B ,31.86,201 - 400,"3.6	(149)"
A→B ,0.56,401 - 600,"3.6	(149)"
A→B ,53.11,201 - 400,"3.8	(149)"
A→B ,96.71,201 - 400,"1.0 - 1.9	(67)"
A→B ,9.09,201 - 400,"4.0	(149)"
A→B ,84.3,201 - 400,"3.4	(150)"
A→B ,95.64,401 - 600,"2.0 - 3.1	(81)"
A→B ,69.04,401 - 600,"3.4	(150)"
A→B ,45.81,401 - 600,"3.8	(149)"
A→B ,2.81,601 - 800,"4.0	(149)"
A→B ,11.9,601 - 800,"3.4	(150)"
A→B ,77.97,401 - 600,"1.0 - 1.9	(67)"
A→B ,100,<= 200,"1.0 - 1.9	(67)"
A→B ,50,<= 200,"3.4	(150)"
A→B ,22.15,201 - 400,"4.0	(149)"
A→B ,27.78,<= 200,"4.0	(149)"
A→B ,46.89,<= 200,"3.2	(149)"
A→B ,21.63,201 - 400,"3.6	(149)"
A→B ,74.91,801 - 1000,"3.6	(149)"
A→B ,94.8,<= 200,"1.0 - 1.9	(67)"
A→B ,95.41,201 - 400,"2.0 - 3.1	(81)"
A→B ,70.3,1001 - 1500,"2.0 - 3.1	(81)"
A→B ,84.06,1001 - 1500,"3.2	(149)"
A→B ,71.43,<= 200,"3.6	(149)"
A→B ,93.77,201 - 400,"3.4	(150)"
A→B ,34.68,201 - 400,"3.8	(149)"
A→B ,9.59,401 - 600,"3.2	(149)"
A→B ,47.6,401 - 600,"3.6	(149)"
A→B ,72.91,201 - 400,"3.4	(150)"
A→B ,1.95,201 - 400,"3.4	(150)"
A→B ,98.73,401 - 600,"1.0 - 1.9	(67)"
A→B ,3.46,201 - 400,"3.6	(149)"
A→B ,53.31,201 - 400,"1.0 - 1.9	(67)"
A→B ,2.14,601 - 800,"3.8	(149)"
A→B ,93.69,201 - 400,"3.6	(149)"
A→B ,99.75,401 - 600,"2.0 - 3.1	(81)"
A→B ,2.03,1001 - 1500,"3.2	(149)"
A→B ,61.88,201 - 400,"3.4	(150)"
A→B ,0,201 - 400,"4.0	(149)"
A→B ,11.63,201 - 400,"4.0	(149)"
A→B ,84.67,<= 200,"3.2	(149)"
A→B ,89.55,401 - 600,"3.4	(150)"
A→B ,29.3,<= 200,"3.8	(149)"
A→B ,46.35,<= 200,"3.6	(149)"
A→B ,76.83,<= 200,"3.8	(149)"
A→B ,51.63,<= 200,"3.4	(150)"
A→B ,72.95,401 - 600,"3.6	(149)"
A→B ,9.85,201 - 400,"3.8	(149)"
A→B ,4.96,<= 200,"3.2	(149)"
A→B ,81.71,<= 200,"3.6	(149)"
A→B ,0.5,601 - 800,"3.4	(150)"
A→B ,31.88,1001 - 1500,"3.6	(149)"
A→B ,34.86,<= 200,"3.2	(149)"
A→B ,34.2,201 - 400,"3.8	(149)"
A→B ,83.71,201 - 400,"2.0 - 3.1	(81)"
A→B ,32.59,401 - 600,"4.0	(149)"
A→B ,92.84,401 - 600,"1.0 - 1.9	(67)"
A→B ,92.73,1501+,"2.0 - 3.1	(81)"
A→B ,0.41,201 - 400,"3.2	(149)"
A→B ,1.8,<= 200,"3.6	(149)"
A→B ,2.49,601 - 800,"4.0	(149)"
A→B ,69.44,401 - 600,"3.4	(150)"
A→B ,62.4,201 - 400,"3.8	(149)"
A→B ,100,<= 200,"1.0 - 1.9	(67)"
A→B ,18.96,201 - 400,"3.8	(149)"
A→B ,93.46,401 - 600,"3.2	(149)"
A→B ,17.48,201 - 400,"4.0	(149)"
A→B ,73.91,<= 200,"3.6	(149)"
A→B ,18.96,201 - 400,"3.4	(150)"
A→B ,22.25,1501+,"4.0	(149)"
A→B ,4.64,1001 - 1500,"3.6	(149)"
A→B ,70.52,601 - 800,"2.0 - 3.1	(81)"
A→B ,45.71,1001 - 1500,"3.6	(149)"
A→B ,11.69,201 - 400,"3.2	(149)"
A→B ,24.7,201 - 400,"3.2	(149)"
A→B ,92.24,201 - 400,"3.6	(149)"
A→B ,3.44,601 - 800,"3.6	(149)"
A→B ,70.43,201 - 400,"3.2	(149)"
A→B ,48.43,201 - 400,"3.2	(149)"
A→B ,52.29,<= 200,"3.6	(149)"
A→B ,22.31,201 - 400,"4.0	(149)"
A→B ,99.21,<= 200,"2.0 - 3.1	(81)"
A→B ,83.51,601 - 800,"3.4	(150)"
A→B ,99.72,201 - 400,"1.0 - 1.9	(67)"
A→B ,53.83,401 - 600,"4.0	(149)"
A→B ,75.4,601 - 800,"3.6	(149)"
A→B ,82.3,201 - 400,"3.4	(150)"
A→B ,27.14,201 - 400,"3.8	(149)"
A→B ,100,<= 200,"1.0 - 1.9	(67)"
A→B ,7.26,201 - 400,"3.2	(149)"
A→B ,0.78,201 - 400,"4.0	(149)"
A→B ,14.58,801 - 1000,"3.4	(150)"
A→B ,100,201 - 400,"1.0 - 1.9	(67)"
A→B ,0.53,<= 200,"4.0	(149)"
A→B ,0,<= 200,"4.0	(149)"
A→B ,12.34,401 - 600,"4.0	(149)"
A→B ,42.04,201 - 400,"3.6	(149)"
A→B ,0.77,401 - 600,"3.6	(149)"
A→B ,78.85,401 - 600,"3.2	(149)"
A→B ,0,201 - 400,"4.0	(149)"
A→B ,44.96,401 - 600,"3.8	(149)"
A→B ,74.28,201 - 400,"2.0 - 3.1	(81)"
A→B ,40.43,201 - 400,"4.0	(149)"
A→B ,41.53,201 - 400,"3.4	(150)"
A→B ,41.63,401 - 600,"3.2	(149)"
A→B ,63.38,401 - 600,"3.4	(150)"
A→B ,39.39,<= 200,"4.0	(149)"
A→B ,18.48,<= 200,"4.0	(149)"
A→B ,63.04,201 - 400,"4.0	(149)"
A→B ,100,201 - 400,"1.0 - 1.9	(67)"
A→B ,11.18,801 - 1000,"3.6	(149)"
A→B ,95,<= 200,"1.0 - 1.9	(67)"
A→B ,99.23,201 - 400,"2.0 - 3.1	(81)"
A→B ,0,201 - 400,"3.8	(149)"
A→B ,24.55,401 - 600,"4.0	(149)"
A→B ,50.49,201 - 400,"3.4	(150)"
A→B ,4.1,201 - 400,"3.8	(149)"
A→B ,99.62,601 - 800,"1.0 - 1.9	(67)"
A→B ,21.31,201 - 400,"3.6	(149)"
A→B ,64.34,201 - 400,"3.4	(150)"
A→B ,23.33,<= 200,"3.6	(149)"
A→B ,78.84,601 - 800,"3.2	(149)"
A→B ,80.92,201 - 400,"2.0 - 3.1	(81)"
A→B ,95.3,<= 200,"3.2	(149)"
A→B ,5.37,1001 - 1500,"4.0	(149)"
A→B ,1.98,1501+,"3.8	(149)"
A→B ,2.68,401 - 600,"3.2	(149)"
A→B ,7.28,801 - 1000,"4.0	(149)"
A→B ,8.94,401 - 600,"4.0	(149)"
A→B ,49.08,201 - 400,"3.2	(149)"
A→B ,51.44,201 - 400,"3.2	(149)"
A→B ,80.91,201 - 400,"3.6	(149)"
A→B ,60.11,<= 200,"3.2	(149)"
A→B ,93.52,201 - 400,"2.0 - 3.1	(81)"
A→B ,2.24,401 - 600,"4.0	(149)"
A→B ,73.23,201 - 400,"3.2	(149)"
A→B ,1.79,<= 200,"4.0	(149)"
A→B ,35.77,<= 200,"4.0	(149)"
A→B ,0.76,601 - 800,"4.0	(149)"
A→B ,41.64,1001 - 1500,"3.4	(150)"
A→B ,20.18,<= 200,"3.8	(149)"
A→B ,66.17,401 - 600,"2.0 - 3.1	(81)"
A→B ,68.35,401 - 600,"3.6	(149)"
A→B ,0,<= 200,"4.0	(149)"
A→B ,6.9,201 - 400,"4.0	(149)"
A→B ,97.45,<= 200,"2.0 - 3.1	(81)"
A→B ,3.56,801 - 1000,"4.0	(149)"
A→B ,0.74,401 - 600,"3.2	(149)"
A→B ,0.94,401 - 600,"4.0	(149)"
A→B ,99.04,201 - 400,"1.0 - 1.9	(67)"
A→B ,34.11,201 - 400,"3.4	(150)"
A→B ,9.66,201 - 400,"4.0	(149)"
A→B ,99.05,401 - 600,"2.0 - 3.1	(81)"
A→B ,40.47,1501+,"3.8	(149)"
A→B ,87.07,<= 200,"3.4	(150)"
A→B ,48.48,201 - 400,"3.6	(149)"
A→B ,62.5,<= 200,"3.4	(150)"
A→B ,88.52,<= 200,"3.6	(149)"
A→B ,10.12,201 - 400,"3.4	(150)"
A→B ,12.4,1001 - 1500,"3.8	(149)"
A→B ,34.23,401 - 600,"3.2	(149)"
A→B ,97.16,201 - 400,"1.0 - 1.9	(67)"
A→B ,70.47,<= 200,"3.8	(149)"
A→B ,11.55,401 - 600,"4.0	(149)"
A→B ,37.37,201 - 400,"3.8	(149)"
A→B ,6.07,601 - 800,"3.6	(149)"
A→B ,0.51,1001 - 1500,"3.8	(149)"
A→B ,0,201 - 400,"3.2	(149)"
A→B ,32.63,801 - 1000,"3.6	(149)"
A→B ,54.17,201 - 400,"3.8	(149)"
A→B ,1.81,201 - 400,"4.0	(149)"
A→B ,94.74,201 - 400,"2.0 - 3.1	(81)"
A→B ,59.57,201 - 400,"3.4	(150)"
A→B ,2.2,601 - 800,"4.0	(149)"
A→B ,53.4,201 - 400,"3.6	(149)"
A→B ,65.16,201 - 400,"3.4	(150)"
A→B ,0,201 - 400,"3.6	(149)"
A→B ,96.27,401 - 600,"1.0 - 1.9	(67)"
A→B ,45.41,601 - 800,"3.4	(150)"
A→B ,77.03,201 - 400,"3.2	(149)"
A→B ,33.42,201 - 400,"3.8	(149)"
A→B ,1.07,601 - 800,"3.6	(149)"
A→B ,46.36,201 - 400,"3.6	(149)"
A→B ,2.44,401 - 600,"3.6	(149)"
A→B ,25.6,201 - 400,"3.8	(149)"
A→B ,46.79,<= 200,"3.4	(150)"
A→B ,69.89,401 - 600,"3.2	(149)"
A→B ,1.42,<= 200,"3.6	(149)"
A→B ,1.23,201 - 400,"3.6	(149)"
A→B ,94.1,201 - 400,"3.2	(149)"
A→B ,32.48,<= 200,"3.6	(149)"
A→B ,4.01,1001 - 1500,"4.0	(149)"
A→B ,11.6,201 - 400,"3.6	(149)"
A→B ,0.43,201 - 400,"3.8	(149)"
A→B ,3.09,1001 - 1500,"3.8	(149)"
A→B ,64.38,601 - 800,"3.6	(149)"
A→B ,72.61,<= 200,"3.2	(149)"
A→B ,100,<= 200,"2.0 - 3.1	(81)"
A→B ,18.07,601 - 800,"3.8	(149)"
A→B ,4.18,201 - 400,"4.0	(149)"
A→B ,91.27,<= 200,"3.2	(149)"
A→B ,13.36,201 - 400,"4.0	(149)"
A→B ,14.53,601 - 800,"3.4	(150)"
A→B ,89.58,201 - 400,"3.2	(149)"
A→B ,14.69,201 - 400,"3.6	(149)"
A→B ,53.28,201 - 400,"3.2	(149)"
A→B ,74.32,<= 200,"2.0 - 3.1	(81)"
A→B ,71.88,1501+,"3.4	(150)"
A→B ,69.17,<= 200,"3.8	(149)"
A→B ,65.03,<= 200,"3.8	(149)"
A→B ,0.41,201 - 400,"3.8	(149)"
A→B ,83.45,<= 200,"3.2	(149)"
A→B ,96.07,201 - 400,"2.0 - 3.1	(81)"
A→B ,72.07,401 - 600,"3.8	(149)"
A→B ,95.65,<= 200,"2.0 - 3.1	(81)"
A→B ,82.47,801 - 1000,"3.4	(150)"
A→B ,24.68,201 - 400,"3.2	(149)"
A→B ,7.21,<= 200,"3.8	(149)"
A→B ,95.45,201 - 400,"3.2	(149)"
A→B ,92.02,601 - 800,"3.2	(149)"
A→B ,38.18,801 - 1000,"3.8	(149)"
A→B ,28.8,<= 200,"4.0	(149)"
A→B ,75.23,401 - 600,"3.6	(149)"
A→B ,0.5,201 - 400,"3.8	(149)"
A→B ,61.15,<= 200,"3.6	(149)"
A→B ,5.13,401 - 600,"4.0	(149)"
A→B ,23.27,201 - 400,"3.4	(150)"
A→B ,99.28,801 - 1000,"2.0 - 3.1	(81)"
A→B ,51.88,201 - 400,"3.8	(149)"
A→B ,19.31,201 - 400,"3.6	(149)"
A→B ,12.65,1501+,"4.0	(149)"
A→B ,0.65,201 - 400,"4.0	(149)"
A→B ,23.21,<= 200,"4.0	(149)"
A→B ,62.84,1501+,"3.2	(149)"
A→B ,7.54,401 - 600,"3.8	(149)"
A→B ,0.75,201 - 400,"3.2	(149)"
A→B ,54.24,201 - 400,"3.6	(149)"
A→B ,28.57,<= 200,"3.6	(149)"
A→B ,73.6,<= 200,"4.0	(149)"
A→B ,98.86,1001 - 1500,"2.0 - 3.1	(81)"
A→B ,52.7,201 - 400,"3.8	(149)"
A→B ,37.56,201 - 400,"3.4	(150)"
A→B ,66.92,601 - 800,"3.4	(150)"
A→B ,100,<= 200,"1.0 - 1.9	(67)"
A→B ,27.15,201 - 400,"3.6	(149)"
A→B ,59.04,<= 200,"3.6	(149)"
A→B ,11.81,201 - 400,"3.8	(149)"
A→B ,50.27,<= 200,"3.6	(149)"
A→B ,51.21,401 - 600,"3.8	(149)"
A→B ,0,<= 200,"3.4	(150)"
A→B ,100,401 - 600,"1.0 - 1.9	(67)"
A→B ,20.09,201 - 400,"3.6	(149)"
A→B ,15.62,201 - 400,"3.2	(149)"
A→B ,4.76,201 - 400,"3.4	(150)"
A→B ,0,201 - 400,"3.8	(149)"
A→B ,56.55,<= 200,"3.8	(149)"
A→B ,10.12,201 - 400,"4.0	(149)"
A→B ,51.79,201 - 400,"3.6	(149)"
A→B ,83.33,401 - 600,"3.6	(149)"
A→B ,99.22,201 - 400,"1.0 - 1.9	(67)"
A→B ,100,201 - 400,"2.0 - 3.1	(81)"
A→B ,2.5,1501+,"4.0	(149)"
A→B ,18.22,201 - 400,"4.0	(149)"
A→B ,2.7,401 - 600,"4.0	(149)"
A→B ,1.94,401 - 600,"4.0	(149)"
A→B ,42.45,<= 200,"3.8	(149)"
A→B ,50.4,201 - 400,"2.0 - 3.1	(81)"
A→B ,50.7,801 - 1000,"3.4	(150)"
A→B ,4.87,201 - 400,"3.8	(149)"
A→B ,6.11,601 - 800,"4.0	(149)"
A→B ,98.4,<= 200,"3.2	(149)"
A→B ,85.71,401 - 600,"3.4	(150)"
A→B ,79.12,<= 200,"3.6	(149)"
A→B ,0.5,601 - 800,"4.0	(149)"
A→B ,100,<= 200,"2.0 - 3.1	(81)"
A→B ,35.36,401 - 600,"3.4	(150)"
A→B ,94.63,<= 200,"2.0 - 3.1	(81)"
A→B ,11.3,<= 200,"3.8	(149)"
A→B ,55.02,1001 - 1500,"3.8	(149)"
A→B ,71.01,801 - 1000,"3.2	(149)"
A→B ,38.3,601 - 800,"3.8	(149)"
A→B ,99.34,401 - 600,"1.0 - 1.9	(67)"
A→B ,88.86,401 - 600,"3.2	(149)"
A→B ,1.42,<= 200,"4.0	(149)"
A→B ,97.02,801 - 1000,"2.0 - 3.1	(81)"
A→B ,71.14,<= 200,"3.6	(149)"
A→B ,33.4,401 - 600,"3.4	(150)"
A→B ,35.62,601 - 800,"3.2	(149)"
A→B ,50.95,401 - 600,"3.4	(150)"
A→B ,64.22,1001 - 1500,"3.4	(150)"
A→B ,59.46,201 - 400,"3.6	(149)"
A→B ,53.14,201 - 400,"3.8	(149)"
A→B ,5.51,401 - 600,"3.8	(149)"
A→B ,4.86,401 - 600,"4.0	(149)"
A→B ,98.45,201 - 400,"2.0 - 3.1	(81)"
A→B ,37.18,601 - 800,"3.2	(149)"
A→B ,88.89,<= 200,"3.6	(149)"
A→B ,38.02,<= 200,"3.8	(149)"
A→B ,89.07,601 - 800,"2.0 - 3.1	(81)"
A→B ,43.8,<= 200,"3.6	(149)"
A→B ,43.48,201 - 400,"3.4	(150)"
