Difference,Pipeline,Evaluation_measure,predictive_model,dataset
5.34,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-49.945,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-12.27,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
13.015,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
40.86,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-5.755,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-29.41,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-43.655,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-17.22,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-38.785,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-13.72,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-47.845,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-6.89,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-11.255,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
11.73,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-28.705,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-38.49,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-33.215,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-39.21,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
44.965,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
16.9,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
48.195,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-0.28,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-12.965,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
1.48,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-15.225,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-12.55,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
35.515,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
44.55,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-1.335,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
0.48,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-8.435,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
32.83,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
28.355,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
13.6,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-48.715,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-61.41,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
10.665,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
12.18,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
25.125,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
23.23,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-44.965,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-26.95,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
46.315,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-1.46,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
48.285,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
3.4,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-4.625,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-3.78,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
48.985,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
1.63,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
23.775,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-5.27,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
46.925,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-0.95,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-49.735,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-6.64,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
46.265,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
13.76,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
22.275,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-0.63,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
44.165,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-1.4,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-7.945,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
20.72,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
18.715,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
26.73,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
38.305,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
14.26,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
38.515,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
14.38,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
22.525,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
14,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-40.745,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-35.68,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-48.545,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-19.32,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
11.565,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
35.94,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
46.135,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
3.29,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
25.065,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
16.12,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
41.515,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
17.22,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-20.195,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-18.32,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
18.015,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
15.77,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
20.315,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
7.6,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
38.335,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
36.59,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
49.415,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
19.47,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-33.575,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-3.83,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-49.855,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-16.78,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
45.515,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
65.46,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-26.695,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
11.92,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-9.945,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-18.29,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
24.895,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
26.61,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-49.975,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-13.69,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-2.855,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-3.42,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
12.065,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
14.1,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
-33.855,ARP/wARP→Buccaneer,Completeness,JCSG median,JCSG data sets
-5.77,ARP/wARP→Buccaneer,Completeness,JCSG,JCSG data sets
5,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-11,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-6,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
6,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
8,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
10,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-11,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
0,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
9,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
10,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
0,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-12,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-7,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
11,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-6,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
11,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
10,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
6,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
0,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-14,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
0,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-17,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-7,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-6,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-9,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-11,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
9,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
7,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-16,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-6,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
5,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-12,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-2,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
5,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-5,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
7,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-6,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
9,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
6,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
13,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
10,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
5,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-16,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-6,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
0,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
10,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
7,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
0,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-6,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-2,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-11,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
9,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
0,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-5,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-8,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-10,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-5,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-8,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
3,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-7,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
6,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
8,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-12,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-9,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
4,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
12,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
6,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
2,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-6,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
13,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-9,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-10,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-5,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-12,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-9,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
7,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-10,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-9,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-14,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-14,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-7,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
5,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
12,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
15,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-9,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
0,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
9,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-7,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-11,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-5,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-14,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-5,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
10,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
7,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
7,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-5,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-16,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
4,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
7,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
2,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-14,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
11,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
5,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
6,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
10,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-9,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-9,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
6,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-16,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-8,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
12,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
11,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-5,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-11,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
15,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
9,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
7,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
7,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
9,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
3,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
13,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
14,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
5,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
7,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
11,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
9,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
11,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
0,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-5,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-12,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-14,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-18,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-19,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-16,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
2,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-6,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
0,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
5,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
9,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-9,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-19,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-9,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
6,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-2,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
3,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-12,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
-7,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
2,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
4,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
15,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
13,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-8,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
1,ARP/wARP→Buccaneer,R-free,JCSG,JCSG data sets
-3,ARP/wARP→Buccaneer,R-free,JCSG median,JCSG data sets
